Nos.,order_id,item,Price,City,quantity,bill_amount,state,date
3259,274,Product 183,102,TIRUVANNAMLAI,7,714,Tamil Nadu,2016
3260,274,Product 485,295,TIRUVANNAMLAI,9,2655,Tamil Nadu,2016
3261,275,Product 109,126,Salem,9,1134,Karnataka,2016
3262,275,Product 4,103,Salem,2,206,Karnataka,2016
3263,275,Product 35,292,Salem,6,1752,Karnataka,2016
3264,275,Product 268,217,Salem,10,2170,Karnataka,2016
3265,275,Product 68,271,Salem,1,271,Karnataka,2016
3266,275,Product 62,52,Salem,4,208,Karnataka,2016
3267,275,Product 331,218,Salem,8,1744,Karnataka,2016
3268,275,Product 466,72,Salem,9,648,Karnataka,2016
3269,275,Product 3,179,Salem,8,1432,Karnataka,2016
3270,275,Product 67,206,Salem,4,824,Karnataka,2016
3271,275,Product 24,281,Salem,1,281,Karnataka,2016
3272,275,Product 334,293,Salem,8,2344,Karnataka,2016
3273,275,Product 498,299,Salem,5,1495,Karnataka,2016
3274,275,Product 372,132,Salem,3,396,Karnataka,2016
3275,275,Product 55,159,Salem,8,1272,Karnataka,2016
3276,276,Product 211,116,raniganj,3,348,West Bengal,2016
3277,276,Product 110,217,raniganj,6,1302,West Bengal,2016
3278,276,Product 260,167,raniganj,3,501,West Bengal,2016
3279,276,Product 313,293,raniganj,3,879,West Bengal,2016
3280,276,Product 176,260,raniganj,3,780,West Bengal,2016
3281,276,Product 74,164,raniganj,2,328,West Bengal,2016
3282,276,Product 337,95,raniganj,9,855,West Bengal,2016
3283,276,Product 248,215,raniganj,7,1505,West Bengal,2016
3284,276,Product 163,71,raniganj,6,426,West Bengal,2016
3285,276,Product 112,193,raniganj,7,1351,West Bengal,2016
3286,276,Product 439,184,raniganj,8,1472,West Bengal,2016
3287,276,Product 460,240,raniganj,9,2160,West Bengal,2016
3288,276,Product 273,115,raniganj,1,115,West Bengal,2016
3289,277,Product 66,270,valsad,10,2700,Gujarat,2016
3290,277,Product 165,184,valsad,5,920,Gujarat,2016
3291,277,Product 478,102,valsad,2,204,Gujarat,2016
3292,277,Product 132,100,valsad,2,200,Gujarat,2016
3293,277,Product 424,152,valsad,4,608,Gujarat,2016
3294,277,Product 53,253,valsad,9,2277,Gujarat,2016
3295,277,Product 76,121,valsad,3,363,Gujarat,2016
3296,277,Product 245,291,valsad,1,291,Gujarat,2016
3297,277,Product 316,88,valsad,1,88,Gujarat,2016
3298,277,Product 470,291,valsad,8,2328,Gujarat,2016
3299,277,Product 422,61,valsad,3,183,Gujarat,2016
3300,277,Product 410,296,valsad,7,2072,Gujarat,2016
3301,277,Product 467,144,valsad,4,576,Gujarat,2016
3302,278,Product 279,242,Udaipur,6,1452,Rajasthan,2016
3303,278,Product 171,144,Udaipur,10,1440,Rajasthan,2016
3304,278,Product 145,270,Udaipur,10,2700,Rajasthan,2016
3305,278,Product 11,230,Udaipur,10,2300,Rajasthan,2016
3306,278,Product 363,279,Udaipur,6,1674,Rajasthan,2016
3307,278,Product 408,104,Udaipur,3,312,Rajasthan,2016
3308,278,Product 346,200,Udaipur,7,1400,Rajasthan,2016
3309,278,Product 458,250,Udaipur,1,250,Rajasthan,2016
3310,278,Product 217,59,Udaipur,4,236,Rajasthan,2016
3311,278,Product 140,232,Udaipur,5,1160,Rajasthan,2016
3312,278,Product 274,268,Udaipur,8,2144,Rajasthan,2016
3313,278,Product 400,117,Udaipur,6,702,Rajasthan,2016
3314,279,Product 174,161,ambala city,8,1288,Punjab,2017
3315,279,Product 226,132,ambala city,3,396,Punjab,2017
3316,279,Product 492,215,ambala city,10,2150,Punjab,2017
3317,279,Product 150,111,ambala city,3,333,Punjab,2017
3318,279,Product 231,274,ambala city,2,548,Punjab,2017
3319,279,Product 404,155,ambala city,3,465,Punjab,2017
3320,279,Product 307,206,ambala city,10,2060,Punjab,2017
3321,279,Product 45,260,ambala city,10,2600,Punjab,2017
3322,279,Product 408,104,ambala city,2,208,Punjab,2017
3323,279,Product 406,72,ambala city,8,576,Punjab,2017
3324,279,Product 206,205,ambala city,3,615,Punjab,2017
3325,279,Product 236,72,ambala city,8,576,Punjab,2017
3326,279,Product 143,268,ambala city,8,2144,Punjab,2017
3327,280,Product 4,103,ankleshwar,8,824,Gujarat,2017
3328,280,Product 408,104,ankleshwar,3,312,Gujarat,2017
3329,280,Product 118,119,ankleshwar,4,476,Gujarat,2017
3330,280,Product 420,258,ankleshwar,3,774,Gujarat,2017
3331,280,Product 171,144,ankleshwar,4,576,Gujarat,2017
3332,280,Product 173,84,ankleshwar,7,588,Gujarat,2017
3333,280,Product 326,66,ankleshwar,8,528,Gujarat,2017
3334,281,Product 26,125,Bangalore,2,250,Karnataka,2017
3335,281,Product 27,228,Bangalore,10,2280,Karnataka,2017
3336,281,Product 200,206,Bangalore,9,1854,Karnataka,2017
3337,281,Product 4,103,Bangalore,9,927,Karnataka,2017
3338,281,Product 316,88,Bangalore,1,88,Karnataka,2017
3339,281,Product 401,149,Bangalore,5,745,Karnataka,2017
3340,281,Product 342,120,Bangalore,8,960,Karnataka,2017
3341,281,Product 21,281,Bangalore,3,843,Karnataka,2017
3342,281,Product 488,250,Bangalore,6,1500,Karnataka,2017
3343,281,Product 490,74,Bangalore,2,148,Karnataka,2017
3344,281,Product 318,280,Bangalore,2,560,Karnataka,2017
3345,281,Product 36,64,Bangalore,7,448,Karnataka,2017
3346,281,Product 478,102,Bangalore,10,1020,Karnataka,2017
3347,282,Product 247,120,BIRBHUM,4,480,West Bengal,2017
3348,282,Product 462,168,BIRBHUM,8,1344,West Bengal,2017
3349,282,Product 141,167,BIRBHUM,4,668,West Bengal,2017
3350,282,Product 93,206,BIRBHUM,7,1442,West Bengal,2017
3351,282,Product 490,74,BIRBHUM,6,444,West Bengal,2017
3352,282,Product 30,214,BIRBHUM,2,428,West Bengal,2017
3353,282,Product 435,218,BIRBHUM,9,1962,West Bengal,2017
3354,282,Product 176,260,BIRBHUM,7,1820,West Bengal,2017
3355,282,Product 376,292,BIRBHUM,1,292,West Bengal,2017
3356,282,Product 195,69,BIRBHUM,9,621,West Bengal,2017
3357,282,Product 419,140,BIRBHUM,4,560,West Bengal,2017
3358,282,Product 357,129,BIRBHUM,4,516,West Bengal,2017
3359,282,Product 211,116,BIRBHUM,3,348,West Bengal,2017
3360,282,Product 383,138,BIRBHUM,9,1242,West Bengal,2017
3361,282,Product 93,206,BIRBHUM,10,2060,West Bengal,2017
3362,282,Product 113,133,BIRBHUM,1,133,West Bengal,2017
3363,283,Product 210,282,JALANDHAR,8,2256,Punjab,2017
3364,283,Product 479,53,JALANDHAR,5,265,Punjab,2017
3365,283,Product 140,232,JALANDHAR,2,464,Punjab,2017
3366,283,Product 472,252,JALANDHAR,6,1512,Punjab,2017
3367,283,Product 488,250,JALANDHAR,1,250,Punjab,2017
3368,283,Product 147,236,JALANDHAR,10,2360,Punjab,2017
3369,283,Product 85,63,JALANDHAR,10,630,Punjab,2017
3370,283,Product 304,300,JALANDHAR,4,1200,Punjab,2017
3371,283,Product 473,278,JALANDHAR,7,1946,Punjab,2017
3372,283,Product 300,121,JALANDHAR,5,605,Punjab,2017
3373,283,Product 302,59,JALANDHAR,9,531,Punjab,2017
3374,283,Product 281,276,JALANDHAR,3,828,Punjab,2017
3375,283,Product 309,220,JALANDHAR,3,660,Punjab,2017
3376,283,Product 485,295,JALANDHAR,2,590,Punjab,2017
3377,283,Product 236,72,JALANDHAR,10,720,Punjab,2017
3378,284,Product 17,159,sangli,8,1272,Maharashtra,2017
3379,284,Product 155,164,sangli,2,328,Maharashtra,2017
3380,284,Product 373,165,sangli,9,1485,Maharashtra,2017
3381,284,Product 472,252,sangli,10,2520,Maharashtra,2017
3382,284,Product 157,113,sangli,7,791,Maharashtra,2017
3383,284,Product 389,240,sangli,3,720,Maharashtra,2017
3384,284,Product 373,165,sangli,1,165,Maharashtra,2017
3385,284,Product 391,126,sangli,2,252,Maharashtra,2017
3386,284,Product 341,279,sangli,10,2790,Maharashtra,2017
3387,284,Product 358,176,sangli,9,1584,Maharashtra,2017
3388,285,Product 78,168,ANGAMALY,6,1008,Kerela,2017
3389,285,Product 80,228,ANGAMALY,2,456,Kerela,2017
3390,285,Product 213,234,ANGAMALY,10,2340,Kerela,2017
3391,285,Product 415,86,ANGAMALY,8,688,Kerela,2017
3392,285,Product 190,210,ANGAMALY,9,1890,Kerela,2017
3393,285,Product 163,71,ANGAMALY,4,284,Kerela,2017
3394,285,Product 385,50,ANGAMALY,7,350,Kerela,2017
3395,285,Product 236,72,ANGAMALY,6,432,Kerela,2017
3396,285,Product 37,260,ANGAMALY,10,2600,Kerela,2017
3397,286,Product 447,75,Bhilwara,6,450,Rajasthan,2017
3398,286,Product 260,167,Bhilwara,5,835,Rajasthan,2017
3399,286,Product 317,76,Bhilwara,6,456,Rajasthan,2017
3400,286,Product 334,293,Bhilwara,5,1465,Rajasthan,2017
3401,286,Product 4,103,Bhilwara,8,824,Rajasthan,2017
3402,286,Product 279,242,Bhilwara,1,242,Rajasthan,2017
3403,286,Product 173,84,Bhilwara,1,84,Rajasthan,2017
3404,286,Product 457,267,Bhilwara,6,1602,Rajasthan,2017
3405,287,Product 253,178,kolhspur,4,712,Maharashtra,2017
3406,287,Product 81,109,kolhspur,2,218,Maharashtra,2017
3407,287,Product 373,165,kolhspur,10,1650,Maharashtra,2017
3408,287,Product 142,95,kolhspur,2,190,Maharashtra,2017
3409,287,Product 159,260,kolhspur,7,1820,Maharashtra,2017
3410,287,Product 147,236,kolhspur,4,944,Maharashtra,2017
3411,287,Product 29,74,kolhspur,7,518,Maharashtra,2017
3412,287,Product 384,65,kolhspur,8,520,Maharashtra,2017
3413,287,Product 235,197,kolhspur,8,1576,Maharashtra,2017
3414,287,Product 82,150,kolhspur,8,1200,Maharashtra,2017
3415,287,Product 1,166,kolhspur,5,830,Maharashtra,2017
3416,287,Product 331,218,kolhspur,10,2180,Maharashtra,2017
3417,287,Product 192,88,kolhspur,1,88,Maharashtra,2017
3418,287,Product 455,240,kolhspur,6,1440,Maharashtra,2017
3419,287,Product 36,64,kolhspur,5,320,Maharashtra,2017
3420,287,Product 397,64,kolhspur,7,448,Maharashtra,2017
3421,288,Product 354,83,Mancherial,9,747,Andhra Pradesh,2017
3422,288,Product 303,285,Mancherial,2,570,Andhra Pradesh,2017
3423,288,Product 107,133,Mancherial,6,798,Andhra Pradesh,2017
3424,288,Product 219,227,Mancherial,6,1362,Andhra Pradesh,2017
3425,288,Product 270,289,Mancherial,3,867,Andhra Pradesh,2017
3426,288,Product 134,127,Mancherial,3,381,Andhra Pradesh,2017
3427,288,Product 310,198,Mancherial,1,198,Andhra Pradesh,2017
3428,288,Product 188,228,Mancherial,7,1596,Andhra Pradesh,2017
3429,288,Product 498,299,Mancherial,1,299,Andhra Pradesh,2017
3430,288,Product 131,141,Mancherial,10,1410,Andhra Pradesh,2017
3431,288,Product 378,207,Mancherial,3,621,Andhra Pradesh,2017
3432,288,Product 27,228,Mancherial,6,1368,Andhra Pradesh,2017
3433,288,Product 414,136,Mancherial,5,680,Andhra Pradesh,2017
3434,288,Product 161,122,Mancherial,4,488,Andhra Pradesh,2017
3435,288,Product 259,272,Mancherial,7,1904,Andhra Pradesh,2017
3436,288,Product 86,90,Mancherial,5,450,Andhra Pradesh,2017
3437,289,Product 399,232,samalkha,5,1160,Haryana,2017
3438,289,Product 240,148,samalkha,1,148,Haryana,2017
3439,289,Product 474,109,samalkha,1,109,Haryana,2017
3440,289,Product 58,233,samalkha,2,466,Haryana,2017
3441,289,Product 487,140,samalkha,7,980,Haryana,2017
3442,289,Product 151,253,samalkha,7,1771,Haryana,2017
3443,289,Product 156,184,samalkha,2,368,Haryana,2017
3444,289,Product 248,215,samalkha,7,1505,Haryana,2017
3445,290,Product 33,137,Rasipuram,9,1233,Tamil Nadu,2017
3446,290,Product 228,203,Rasipuram,7,1421,Tamil Nadu,2017
3447,290,Product 149,285,Rasipuram,9,2565,Tamil Nadu,2017
3448,290,Product 499,80,Rasipuram,6,480,Tamil Nadu,2017
3449,290,Product 14,192,Rasipuram,7,1344,Tamil Nadu,2017
3450,290,Product 40,65,Rasipuram,10,650,Tamil Nadu,2017
3451,290,Product 423,182,Rasipuram,10,1820,Tamil Nadu,2017
3452,290,Product 114,120,Rasipuram,4,480,Tamil Nadu,2017
3453,290,Product 96,278,Rasipuram,2,556,Tamil Nadu,2017
3454,290,Product 51,126,Rasipuram,10,1260,Tamil Nadu,2017
3455,290,Product 479,53,Rasipuram,6,318,Tamil Nadu,2017
3456,290,Product 249,131,Rasipuram,1,131,Tamil Nadu,2017
3457,291,Product 215,75,MANDVI,9,675,Gujarat,2017
3458,291,Product 12,71,MANDVI,8,568,Gujarat,2017
3459,291,Product 303,285,MANDVI,1,285,Gujarat,2017
3460,291,Product 367,59,MANDVI,9,531,Gujarat,2017
3461,291,Product 72,195,MANDVI,4,780,Gujarat,2017
3462,291,Product 44,109,MANDVI,10,1090,Gujarat,2017
3463,291,Product 341,279,MANDVI,3,837,Gujarat,2017
3464,291,Product 42,128,MANDVI,5,640,Gujarat,2017
3465,291,Product 325,85,MANDVI,10,850,Gujarat,2017
3466,291,Product 188,228,MANDVI,2,456,Gujarat,2017
3467,291,Product 390,294,MANDVI,2,588,Gujarat,2017
3468,291,Product 419,140,MANDVI,9,1260,Gujarat,2017
3469,291,Product 481,251,MANDVI,6,1506,Gujarat,2017
3470,291,Product 256,97,MANDVI,6,582,Gujarat,2017
3471,291,Product 295,247,MANDVI,3,741,Gujarat,2017
3472,291,Product 355,182,MANDVI,3,546,Gujarat,2017
3473,291,Product 181,238,MANDVI,10,2380,Gujarat,2017
3474,292,Product 92,108,MANDVI,7,756,Gujarat,2017
3475,292,Product 365,203,baroda,7,1421,Gujarat,2017
3476,292,Product 419,140,baroda,6,840,Gujarat,2017
3477,292,Product 35,292,baroda,7,2044,Gujarat,2017
3478,292,Product 317,76,baroda,4,304,Gujarat,2017
3479,292,Product 115,160,baroda,4,640,Gujarat,2017
3480,292,Product 280,139,baroda,7,973,Gujarat,2017
3481,292,Product 85,63,baroda,1,63,Gujarat,2017
3482,292,Product 120,68,baroda,9,612,Gujarat,2017
3483,292,Product 484,115,baroda,5,575,Gujarat,2017
3484,293,Product 122,235,AMRITSAR,6,1410,Punjab,2017
3485,293,Product 52,275,AMRITSAR,10,2750,Punjab,2017
3486,293,Product 224,142,AMRITSAR,10,1420,Punjab,2017
3487,293,Product 253,178,AMRITSAR,9,1602,Punjab,2017
3488,293,Product 146,109,AMRITSAR,1,109,Punjab,2017
3489,293,Product 53,253,AMRITSAR,9,2277,Punjab,2017
3490,293,Product 318,280,AMRITSAR,2,560,Punjab,2017
3491,293,Product 390,294,AMRITSAR,7,2058,Punjab,2017
3492,293,Product 224,142,AMRITSAR,1,142,Punjab,2017
3493,293,Product 151,253,AMRITSAR,8,2024,Punjab,2017
3494,293,Product 162,112,AMRITSAR,9,1008,Punjab,2017
3495,293,Product 81,109,AMRITSAR,10,1090,Punjab,2017
3496,293,Product 236,72,AMRITSAR,9,648,Punjab,2017
3497,294,Product 487,140,ALAPPUZHA,2,280,Kerela,2017
3498,294,Product 91,68,ALAPPUZHA,10,680,Kerela,2017
3499,294,Product 66,270,ALAPPUZHA,3,810,Kerela,2017
3500,294,Product 97,89,ALAPPUZHA,1,89,Kerela,2017
3501,294,Product 352,299,ALAPPUZHA,6,1794,Kerela,2017
3502,294,Product 109,126,ALAPPUZHA,6,756,Kerela,2017
3503,294,Product 172,194,ALAPPUZHA,7,1358,Kerela,2017
3504,294,Product 7,300,ALAPPUZHA,1,300,Kerela,2017
3505,294,Product 460,240,ALAPPUZHA,9,2160,Kerela,2017
3506,294,Product 52,275,ALAPPUZHA,9,2475,Kerela,2017
3507,294,Product 238,225,ALAPPUZHA,3,675,Kerela,2017
3508,294,Product 494,216,ALAPPUZHA,2,432,Kerela,2017
3509,294,Product 256,97,ALAPPUZHA,1,97,Kerela,2017
3510,295,Product 338,155,Mandya,1,155,Karnataka,2017
3511,295,Product 148,230,Mandya,6,1380,Karnataka,2017
3512,295,Product 44,109,Mandya,9,981,Karnataka,2017
3513,295,Product 396,291,Mandya,7,2037,Karnataka,2017
3514,295,Product 399,232,Mandya,4,928,Karnataka,2017
3515,295,Product 183,102,Mandya,2,204,Karnataka,2017
3516,295,Product 290,118,Mandya,7,826,Karnataka,2017
3517,295,Product 86,90,Mandya,8,720,Karnataka,2017
3518,295,Product 239,300,Mandya,8,2400,Karnataka,2017
3519,295,Product 354,83,Mandya,6,498,Karnataka,2017
3520,295,Product 373,165,Mandya,9,1485,Karnataka,2017
3521,295,Product 11,230,Mandya,3,690,Karnataka,2017
3522,295,Product 393,258,Mandya,4,1032,Karnataka,2017
3523,295,Product 352,299,Mandya,3,897,Karnataka,2017
3524,296,Product 209,262,Gandhinagar,1,262,Gujarat,2017
3525,296,Product 310,198,Gandhinagar,9,1782,Gujarat,2017
3526,296,Product 131,141,Gandhinagar,2,282,Gujarat,2017
3527,296,Product 374,90,Gandhinagar,6,540,Gujarat,2017
3528,296,Product 309,220,Gandhinagar,1,220,Gujarat,2017
3529,296,Product 483,288,Gandhinagar,1,288,Gujarat,2017
3530,296,Product 383,138,Gandhinagar,7,966,Gujarat,2017
3531,296,Product 393,258,Gandhinagar,5,1290,Gujarat,2017
3532,296,Product 99,108,Gandhinagar,10,1080,Gujarat,2017
3533,296,Product 226,132,Gandhinagar,4,528,Gujarat,2017
3534,296,Product 420,258,Gandhinagar,4,1032,Gujarat,2017
3535,296,Product 159,260,Gandhinagar,8,2080,Gujarat,2017
3536,296,Product 495,122,Gandhinagar,1,122,Gujarat,2017
3537,296,Product 484,115,Gandhinagar,10,1150,Gujarat,2017
3538,296,Product 151,253,Gandhinagar,6,1518,Gujarat,2017
3539,296,Product 70,287,Gandhinagar,6,1722,Gujarat,2017
3540,297,Product 369,110,Rewari,8,880,Haryana,2017
3541,297,Product 109,126,Rewari,4,504,Haryana,2017
3542,297,Product 152,85,Rewari,7,595,Haryana,2017
3543,297,Product 148,230,Rewari,6,1380,Haryana,2017
3544,297,Product 75,108,Rewari,4,432,Haryana,2017
3545,297,Product 316,88,Rewari,4,352,Haryana,2017
3546,297,Product 261,140,Rewari,7,980,Haryana,2017
3547,297,Product 173,84,Rewari,5,420,Haryana,2017
3548,298,Product 449,59,AMRELI,7,413,Gujarat,2017
3549,298,Product 113,133,AMRELI,2,266,Gujarat,2017
3550,298,Product 213,234,AMRELI,10,2340,Gujarat,2017
3551,298,Product 73,275,AMRELI,7,1925,Gujarat,2017
3552,298,Product 224,142,AMRELI,5,710,Gujarat,2017
3553,298,Product 205,124,AMRELI,2,248,Gujarat,2017
3554,298,Product 8,86,AMRELI,1,86,Gujarat,2017
3555,298,Product 444,210,AMRELI,8,1680,Gujarat,2017
3556,298,Product 107,133,AMRELI,2,266,Gujarat,2017
3557,298,Product 301,217,AMRELI,1,217,Gujarat,2017
3558,298,Product 458,250,AMRELI,3,750,Gujarat,2017
3559,298,Product 365,203,AMRELI,4,812,Gujarat,2017
3560,299,Product 144,55,bhuj,5,275,Gujarat,2017
3561,299,Product 46,261,bhuj,2,522,Gujarat,2017
3562,299,Product 327,105,bhuj,8,840,Gujarat,2017
3563,299,Product 147,236,bhuj,7,1652,Gujarat,2017
3564,299,Product 129,118,bhuj,9,1062,Gujarat,2017
3565,299,Product 138,279,bhuj,7,1953,Gujarat,2017
3566,299,Product 58,233,bhuj,9,2097,Gujarat,2017
3567,299,Product 483,288,bhuj,8,2304,Gujarat,2017
3568,299,Product 329,148,bhuj,9,1332,Gujarat,2017
3569,299,Product 4,103,bhuj,7,721,Gujarat,2017
3570,299,Product 285,144,bhuj,1,144,Gujarat,2017
3571,299,Product 279,242,bhuj,9,2178,Gujarat,2017
3572,300,Product 198,125,Mavelikara,1,125,Kerela,2017
3573,300,Product 496,240,Mavelikara,2,480,Kerela,2017
3574,300,Product 41,50,Mavelikara,10,500,Kerela,2017
3575,300,Product 144,55,Mavelikara,7,385,Kerela,2017
3576,300,Product 50,243,Mavelikara,9,2187,Kerela,2017
3577,300,Product 423,182,Mavelikara,4,728,Kerela,2017
3578,300,Product 150,111,Mavelikara,4,444,Kerela,2017
3579,300,Product 449,59,Mavelikara,8,472,Kerela,2017
3580,300,Product 153,164,Mavelikara,2,328,Kerela,2017
3581,301,Product 280,139,visakhapatnam,5,695,Andhra Pradesh,2017
3582,301,Product 71,296,visakhapatnam,8,2368,Andhra Pradesh,2017
3583,301,Product 224,142,visakhapatnam,2,284,Andhra Pradesh,2017
3584,301,Product 233,57,visakhapatnam,9,513,Andhra Pradesh,2017
3585,301,Product 312,92,visakhapatnam,10,920,Andhra Pradesh,2017
3586,301,Product 322,110,visakhapatnam,8,880,Andhra Pradesh,2017
3587,301,Product 492,215,visakhapatnam,3,645,Andhra Pradesh,2017
3588,301,Product 406,72,visakhapatnam,4,288,Andhra Pradesh,2017
3589,302,Product 309,220,Bhatkal,1,220,Karnataka,2017
3590,302,Product 239,300,Bhatkal,10,3000,Karnataka,2017
3591,302,Product 15,238,Bhatkal,10,2380,Karnataka,2017
3592,302,Product 263,68,Bhatkal,4,272,Karnataka,2017
3593,302,Product 212,70,Bhatkal,6,420,Karnataka,2017
3594,302,Product 375,298,Bhatkal,8,2384,Karnataka,2017
3595,302,Product 75,108,Bhatkal,4,432,Karnataka,2017
3596,302,Product 280,139,Bhatkal,10,1390,Karnataka,2017
3597,302,Product 111,278,Bhatkal,8,2224,Karnataka,2017
3598,302,Product 18,136,Bhatkal,8,1088,Karnataka,2017
3599,302,Product 183,102,Bhatkal,4,408,Karnataka,2017
3600,302,Product 493,240,Bhatkal,4,960,Karnataka,2017
3601,303,Product 112,193,Bhiwadi,2,386,Rajasthan,2017
3602,303,Product 250,208,Bhiwadi,8,1664,Rajasthan,2017
3603,303,Product 259,272,Bhiwadi,1,272,Rajasthan,2017
3604,303,Product 219,227,Bhiwadi,8,1816,Rajasthan,2017
3605,303,Product 48,214,Bhiwadi,2,428,Rajasthan,2017
3606,303,Product 87,90,Bhiwadi,3,270,Rajasthan,2017
3607,303,Product 424,152,Bhiwadi,2,304,Rajasthan,2017
3608,303,Product 489,283,Bhiwadi,7,1981,Rajasthan,2017
3609,303,Product 68,271,Bhiwadi,3,813,Rajasthan,2017
3610,303,Product 372,132,Bhiwadi,4,528,Rajasthan,2017
3611,303,Product 200,206,Bhiwadi,7,1442,Rajasthan,2017
3612,304,Product 2,239,RAJAHMUDRY,8,1912,Andhra Pradesh,2017
3613,304,Product 464,283,RAJAHMUDRY,2,566,Andhra Pradesh,2017
3614,304,Product 215,75,RAJAHMUDRY,4,300,Andhra Pradesh,2017
3615,304,Product 215,75,RAJAHMUDRY,7,525,Andhra Pradesh,2017
3616,304,Product 321,95,RAJAHMUDRY,6,570,Andhra Pradesh,2017
3617,304,Product 157,113,RAJAHMUDRY,2,226,Andhra Pradesh,2017
3618,304,Product 460,240,RAJAHMUDRY,6,1440,Andhra Pradesh,2017
3619,304,Product 36,64,RAJAHMUDRY,7,448,Andhra Pradesh,2017
3620,305,Product 460,240,VIJAYAWADA,3,720,Andhra Pradesh,2017
3621,305,Product 458,250,VIJAYAWADA,6,1500,Andhra Pradesh,2017
3622,305,Product 193,282,VIJAYAWADA,9,2538,Andhra Pradesh,2017
3623,305,Product 288,53,VIJAYAWADA,7,371,Andhra Pradesh,2017
3624,305,Product 8,86,VIJAYAWADA,2,172,Andhra Pradesh,2017
3625,305,Product 76,121,VIJAYAWADA,1,121,Andhra Pradesh,2017
3626,305,Product 210,282,VIJAYAWADA,8,2256,Andhra Pradesh,2017
3627,305,Product 298,91,VIJAYAWADA,9,819,Andhra Pradesh,2017
3628,305,Product 14,192,VIJAYAWADA,9,1728,Andhra Pradesh,2017
3629,305,Product 256,97,VIJAYAWADA,6,582,Andhra Pradesh,2017
3630,305,Product 370,57,VIJAYAWADA,7,399,Andhra Pradesh,2017
3631,305,Product 410,296,VIJAYAWADA,9,2664,Andhra Pradesh,2017
3632,305,Product 400,117,VIJAYAWADA,5,585,Andhra Pradesh,2017
3633,306,Product 52,275,Mednapur,9,2475,Andhra Pradesh,2017
3634,306,Product 382,223,Mednapur,6,1338,Andhra Pradesh,2017
3635,306,Product 190,210,Mednapur,2,420,Andhra Pradesh,2017
3636,306,Product 494,216,Mednapur,4,864,Andhra Pradesh,2017
3637,306,Product 7,300,Mednapur,3,900,Andhra Pradesh,2017
3638,306,Product 105,72,Mednapur,8,576,Andhra Pradesh,2017
3639,306,Product 117,228,Mednapur,4,912,Andhra Pradesh,2017
3640,306,Product 67,206,Mednapur,5,1030,Andhra Pradesh,2017
3641,306,Product 131,141,Mednapur,10,1410,Andhra Pradesh,2017
3642,306,Product 377,275,Mednapur,4,1100,Andhra Pradesh,2017
3643,306,Product 253,178,Mednapur,3,534,Andhra Pradesh,2017
3644,306,Product 432,149,Mednapur,2,298,Andhra Pradesh,2017
3645,306,Product 81,109,Mednapur,1,109,Andhra Pradesh,2017
3646,306,Product 133,278,Mednapur,10,2780,Andhra Pradesh,2017
3647,306,Product 18,136,Mednapur,3,408,Andhra Pradesh,2017
3648,306,Product 274,268,Mednapur,1,268,Andhra Pradesh,2017
3649,306,Product 3,179,Mednapur,10,1790,Andhra Pradesh,2017
3650,307,Product 407,300,Bhadrak,6,1800,Odhisha,2017
3651,307,Product 375,298,Bhadrak,8,2384,Odhisha,2017
3652,307,Product 104,211,Bhadrak,9,1899,Odhisha,2017
3653,307,Product 21,281,Bhadrak,5,1405,Odhisha,2017
3654,307,Product 307,206,Bhadrak,6,1236,Odhisha,2017
3655,307,Product 125,242,Bhadrak,7,1694,Odhisha,2017
3656,307,Product 360,189,Bhadrak,3,567,Odhisha,2017
3657,307,Product 238,225,Bhadrak,2,450,Odhisha,2017
3658,307,Product 200,206,Bhadrak,5,1030,Odhisha,2017
3659,307,Product 466,72,Bhadrak,3,216,Odhisha,2017
3660,307,Product 251,218,Bhadrak,6,1308,Odhisha,2017
3661,307,Product 72,195,Bhadrak,6,1170,Odhisha,2017
3662,307,Product 113,133,Bhadrak,6,798,Odhisha,2017
3663,307,Product 438,136,Bhadrak,8,1088,Odhisha,2017
3664,307,Product 430,242,Bhadrak,10,2420,Odhisha,2017
3665,307,Product 62,52,Bhadrak,10,520,Odhisha,2017
3666,307,Product 286,76,Bhadrak,1,76,Odhisha,2017
3667,307,Product 163,71,Bhadrak,1,71,Odhisha,2017
3668,307,Product 236,72,Bhadrak,6,432,Odhisha,2017
3669,307,Product 42,128,Bhadrak,6,768,Odhisha,2017
3670,308,Product 284,193,Jungadh,2,386,Gujarat,2017
3671,308,Product 479,53,Jungadh,5,265,Gujarat,2017
3672,308,Product 173,84,Jungadh,10,840,Gujarat,2017
3673,308,Product 357,129,Jungadh,3,387,Gujarat,2017
3674,308,Product 76,121,Jungadh,7,847,Gujarat,2017
3675,308,Product 289,153,Jungadh,4,612,Gujarat,2017
3676,308,Product 241,108,Jungadh,3,324,Gujarat,2017
3677,308,Product 148,230,Jungadh,3,690,Gujarat,2017
3678,308,Product 468,237,Jungadh,4,948,Gujarat,2017
3679,308,Product 173,84,Jungadh,2,168,Gujarat,2017
3680,308,Product 382,223,Jungadh,1,223,Gujarat,2017
3681,309,Product 287,233,DAVANGERE,8,1864,Karnataka,2017
3682,309,Product 56,143,DAVANGERE,8,1144,Karnataka,2017
3683,309,Product 48,214,DAVANGERE,5,1070,Karnataka,2017
3684,309,Product 83,262,DAVANGERE,8,2096,Karnataka,2017
3685,309,Product 228,203,DAVANGERE,9,1827,Karnataka,2017
3686,309,Product 223,174,DAVANGERE,7,1218,Karnataka,2017
